dropped_contig	size	source
HG01258#1#h1tg000375l	41160	Human gammaherpesvirus 4
HG01258#1#h1tg000376l	33958	Human gammaherpesvirus 4
HG01258#1#h1tg000377l	35083	Human gammaherpesvirus 4
HG01258#1#h1tg000378l	47487	Human gammaherpesvirus 4
HG01258#1#h1tg000384l	32858	Human gammaherpesvirus 4
HG01258#1#h1tg000385l	34184	Human gammaherpesvirus 4
HG01258#1#h1tg000390l	34958	Human gammaherpesvirus 4
HG01258#1#h1tg000394l	35039	Human gammaherpesvirus 4
HG01258#1#h1tg000395l	34471	Human gammaherpesvirus 4
HG01358#2#h2tg000223l	170521	Human gammaherpesvirus 4
HG01358#1#h1tg000222l	168902	Human gammaherpesvirus 4
HG01358#1#h1tg000311l	29055	Human gammaherpesvirus 4
HG01361#2#h2tg000197l	58602	Human gammaherpesvirus 4
HG01361#2#h2tg000202l	45327	Human gammaherpesvirus 4
HG01361#2#h2tg000203l	33770	Human gammaherpesvirus 4
HG01361#2#h2tg000211l	45794	Human gammaherpesvirus 4
HG01361#2#h2tg000214l	44884	Human gammaherpesvirus 4
HG01361#2#h2tg000236l	60232	Human gammaherpesvirus 4
HG01361#2#h2tg000237l	50409	Human gammaherpesvirus 4
HG01361#2#h2tg000248l	41307	Human gammaherpesvirus 4
HG01361#2#h2tg000278l	59358	Human gammaherpesvirus 4
HG01361#2#h2tg000279l	26392	Human gammaherpesvirus 4
HG01361#2#h2tg000283l	67558	Human gammaherpesvirus 4
HG01361#2#h2tg000288l	46668	Human gammaherpesvirus 4
HG01361#2#h2tg000306l	56722	Human gammaherpesvirus 4
HG01361#1#h1tg000005l	57798	Human gammaherpesvirus 4
HG01361#1#h1tg000139l	44835	Human gammaherpesvirus 4
HG01361#1#h1tg000148l	47746	Human gammaherpesvirus 4
HG01361#1#h1tg000152l	60211	Human gammaherpesvirus 4
HG01361#1#h1tg000161l	38279	Human gammaherpesvirus 4
HG01361#1#h1tg000163l	27929	Human gammaherpesvirus 4
HG01361#1#h1tg000187l	45972	Human gammaherpesvirus 4
HG01361#1#h1tg000188l	52149	Human gammaherpesvirus 4
HG01361#1#h1tg000189l	58602	Human gammaherpesvirus 4
HG01361#1#h1tg000190l	34307	Human gammaherpesvirus 4
HG01361#1#h1tg000191l	34524	Human gammaherpesvirus 4
HG01361#1#h1tg000193l	45327	Human gammaherpesvirus 4
HG01361#1#h1tg000194l	39799	Human gammaherpesvirus 4
HG01361#1#h1tg000196l	33770	Human gammaherpesvirus 4
HG01361#1#h1tg000202l	41895	Human gammaherpesvirus 4
HG01361#1#h1tg000206l	45794	Human gammaherpesvirus 4
HG01361#1#h1tg000210l	44884	Human gammaherpesvirus 4
HG01361#1#h1tg000220l	35555	Human gammaherpesvirus 4
HG01361#1#h1tg000221l	39495	Human gammaherpesvirus 4
HG01361#1#h1tg000222l	45085	Human gammaherpesvirus 4
HG01361#1#h1tg000227l	28496	Human gammaherpesvirus 4
HG01361#1#h1tg000228l	29871	Human gammaherpesvirus 4
HG01361#1#h1tg000229l	32357	Human gammaherpesvirus 4
HG01361#1#h1tg000241l	60232	Human gammaherpesvirus 4
HG01361#1#h1tg000242l	36337	Human gammaherpesvirus 4
HG01361#1#h1tg000243l	50409	Human gammaherpesvirus 4
HG01361#1#h1tg000244l	33805	Human gammaherpesvirus 4
HG01361#1#h1tg000250l	33207	Human gammaherpesvirus 4
HG01361#1#h1tg000254l	41518	Human gammaherpesvirus 4
HG01361#1#h1tg000255l	41307	Human gammaherpesvirus 4
HG01361#1#h1tg000256l	32480	Human gammaherpesvirus 4
HG01361#1#h1tg000257l	42200	Human gammaherpesvirus 4
HG01361#1#h1tg000260l	41197	Human gammaherpesvirus 4
HG01361#1#h1tg000262l	64239	Human gammaherpesvirus 4
HG01361#1#h1tg000263l	27865	Human gammaherpesvirus 4
HG01361#1#h1tg000265l	37426	Human gammaherpesvirus 4
HG01361#1#h1tg000267l	37893	Human gammaherpesvirus 4
HG01361#1#h1tg000268l	38369	Human gammaherpesvirus 4
HG01361#1#h1tg000270l	38418	Human gammaherpesvirus 4
HG01361#1#h1tg000271l	35388	Human gammaherpesvirus 4
HG01361#1#h1tg000273l	43514	Human gammaherpesvirus 4
HG01361#1#h1tg000279l	36979	Human gammaherpesvirus 4
HG01361#1#h1tg000281l	37946	Human gammaherpesvirus 4
HG01361#1#h1tg000286l	35175	Human gammaherpesvirus 4
HG01361#1#h1tg000287l	27930	Human gammaherpesvirus 4
HG01361#1#h1tg000288l	41738	Human gammaherpesvirus 4
HG01361#1#h1tg000291l	25547	Human gammaherpesvirus 4
HG01361#1#h1tg000292l	33279	Human gammaherpesvirus 4
HG01361#1#h1tg000295l	38645	Human gammaherpesvirus 4
HG01361#1#h1tg000296l	34823	Human gammaherpesvirus 4
HG01361#1#h1tg000298l	38260	Human gammaherpesvirus 4
HG01361#1#h1tg000299l	67558	Human gammaherpesvirus 4
HG01361#1#h1tg000301l	36822	Human gammaherpesvirus 4
HG01361#1#h1tg000305l	45752	Human gammaherpesvirus 4
HG01361#1#h1tg000306l	46668	Human gammaherpesvirus 4
HG01361#1#h1tg000307l	37135	Human gammaherpesvirus 4
HG01361#1#h1tg000309l	45015	Human gammaherpesvirus 4
HG01361#1#h1tg000312l	34929	Human gammaherpesvirus 4
HG01361#1#h1tg000314l	35446	Human gammaherpesvirus 4
HG01361#1#h1tg000315l	37189	Human gammaherpesvirus 4
HG01361#1#h1tg000316l	34520	Human gammaherpesvirus 4
HG01361#1#h1tg000317l	38187	Human gammaherpesvirus 4
HG01361#1#h1tg000319l	51150	Human gammaherpesvirus 4
HG01361#1#h1tg000322l	36428	Human gammaherpesvirus 4
HG01361#1#h1tg000323l	48160	Human gammaherpesvirus 4
HG01361#1#h1tg000324l	49609	Human gammaherpesvirus 4
HG01361#1#h1tg000325l	40143	Human gammaherpesvirus 4
HG01361#1#h1tg000328l	38431	Human gammaherpesvirus 4
HG01361#1#h1tg000329l	41823	Human gammaherpesvirus 4
HG01361#1#h1tg000330l	32635	Human gammaherpesvirus 4
HG01361#1#h1tg000331l	56722	Human gammaherpesvirus 4
HG01361#1#h1tg000332l	51854	Human gammaherpesvirus 4
HG01361#1#h1tg000333l	39056	Human gammaherpesvirus 4
HG01361#1#h1tg000337l	34186	Human gammaherpesvirus 4
HG01361#1#h1tg000338l	55668	Human gammaherpesvirus 4
HG01361#1#h1tg000339l	26519	Human gammaherpesvirus 4
HG01361#1#h1tg000340l	34619	Human gammaherpesvirus 4
HG01361#1#h1tg000341l	48329	Human gammaherpesvirus 4
HG01361#1#h1tg000342l	44997	Human gammaherpesvirus 4
HG01361#1#h1tg000344l	27941	Human gammaherpesvirus 4
HG01361#1#h1tg000346l	37468	Human gammaherpesvirus 4
HG01361#1#h1tg000351l	43194	Human gammaherpesvirus 4
HG01361#1#h1tg000355l	32174	Human gammaherpesvirus 4
HG01361#1#h1tg000356l	37220	Human gammaherpesvirus 4
HG01361#1#h1tg000357l	29995	Human gammaherpesvirus 4
HG01361#1#h1tg000358l	41956	Human gammaherpesvirus 4
HG01361#1#h1tg000360l	50011	Human gammaherpesvirus 4
HG01361#1#h1tg000362l	49949	Human gammaherpesvirus 4
HG01361#1#h1tg000368l	25726	Human gammaherpesvirus 4
HG01361#1#h1tg000376l	31525	Human gammaherpesvirus 4
HG01891#2#h2tg000132l	77774	Human gammaherpesvirus 4
HG01891#2#h2tg000143l	27480	Human gammaherpesvirus 4
HG01891#2#h2tg000175l	36192	Human gammaherpesvirus 4
HG01891#2#h2tg000194l	30097	Human gammaherpesvirus 4
HG01891#2#h2tg000266l	35951	Human gammaherpesvirus 4
HG01891#2#h2tg000272l	40513	Human gammaherpesvirus 4
HG01891#2#h2tg000274l	49708	Human gammaherpesvirus 4
HG01891#2#h2tg000280l	34046	Human gammaherpesvirus 4
HG01891#2#h2tg000308l	40807	Human gammaherpesvirus 4
HG01891#2#h2tg000309l	34926	Human gammaherpesvirus 4
HG01891#2#h2tg000311l	34855	Human gammaherpesvirus 4
HG01891#2#h2tg000318l	38970	Human gammaherpesvirus 4
HG01891#2#h2tg000322l	37847	Human gammaherpesvirus 4
HG01891#2#h2tg000328l	44696	Human gammaherpesvirus 4
HG01891#2#h2tg000331l	50864	Human gammaherpesvirus 4
HG01891#2#h2tg000333l	39303	Human gammaherpesvirus 4
HG01891#2#h2tg000334l	40302	Human gammaherpesvirus 4
HG01891#2#h2tg000349l	44011	Human gammaherpesvirus 4
HG01891#2#h2tg000350l	44991	Human gammaherpesvirus 4
HG01891#2#h2tg000352l	49247	Human gammaherpesvirus 4
HG01891#2#h2tg000356l	44886	Human gammaherpesvirus 4
HG01891#1#h1tg000148l	80844	Human gammaherpesvirus 4
HG01891#1#h1tg000162l	27480	Human gammaherpesvirus 4
HG01891#1#h1tg000198l	36192	Human gammaherpesvirus 4
HG01891#1#h1tg000200l	23091	Human gammaherpesvirus 4
HG01891#1#h1tg000203l	36292	Human gammaherpesvirus 4
HG01891#1#h1tg000221l	30097	Human gammaherpesvirus 4
HG01891#1#h1tg000235l	36198	Human gammaherpesvirus 4
HG01891#1#h1tg000245l	21194	Human gammaherpesvirus 4
HG01891#1#h1tg000253l	31349	Human gammaherpesvirus 4
HG01891#1#h1tg000261l	34257	Human gammaherpesvirus 4
HG01891#1#h1tg000262l	28444	Human gammaherpesvirus 4
HG01891#1#h1tg000278l	28522	Human gammaherpesvirus 4
HG01891#1#h1tg000285l	36407	Human gammaherpesvirus 4
HG01891#1#h1tg000289l	31466	Human gammaherpesvirus 4
HG01891#1#h1tg000294l	25361	Human gammaherpesvirus 4
HG01891#1#h1tg000298l	28758	Human gammaherpesvirus 4
HG01891#1#h1tg000300l	27105	Human gammaherpesvirus 4
HG01891#1#h1tg000307l	35951	Human gammaherpesvirus 4
HG01891#1#h1tg000311l	27110	Human gammaherpesvirus 4
HG01891#1#h1tg000318l	40513	Human gammaherpesvirus 4
HG01891#1#h1tg000324l	49708	Human gammaherpesvirus 4
HG01891#1#h1tg000327l	38941	Human gammaherpesvirus 4
HG01891#1#h1tg000332l	34046	Human gammaherpesvirus 4
HG01891#1#h1tg000333l	28926	Human gammaherpesvirus 4
HG01891#1#h1tg000338l	31225	Human gammaherpesvirus 4
HG01891#1#h1tg000340l	57896	Human gammaherpesvirus 4
HG01891#1#h1tg000341l	44634	Human gammaherpesvirus 4
HG01891#1#h1tg000343l	26027	Human gammaherpesvirus 4
HG01891#1#h1tg000344l	31417	Human gammaherpesvirus 4
HG01891#1#h1tg000350l	31610	Human gammaherpesvirus 4
HG01891#1#h1tg000353l	28638	Human gammaherpesvirus 4
HG01891#1#h1tg000354l	27023	Human gammaherpesvirus 4
HG01891#1#h1tg000356l	35116	Human gammaherpesvirus 4
HG01891#1#h1tg000364l	30456	Human gammaherpesvirus 4
HG01891#1#h1tg000375l	40807	Human gammaherpesvirus 4
HG01891#1#h1tg000377l	50674	Human gammaherpesvirus 4
HG01891#1#h1tg000378l	34926	Human gammaherpesvirus 4
HG01891#1#h1tg000384l	34855	Human gammaherpesvirus 4
HG01891#1#h1tg000385l	34269	Human gammaherpesvirus 4
HG01891#1#h1tg000388l	30621	Human gammaherpesvirus 4
HG01891#1#h1tg000392l	39725	Human gammaherpesvirus 4
HG01891#1#h1tg000393l	35145	Human gammaherpesvirus 4
HG01891#1#h1tg000395l	38970	Human gammaherpesvirus 4
HG01891#1#h1tg000396l	30397	Human gammaherpesvirus 4
HG01891#1#h1tg000397l	23327	Human gammaherpesvirus 4
HG01891#1#h1tg000399l	31662	Human gammaherpesvirus 4
HG01891#1#h1tg000400l	37847	Human gammaherpesvirus 4
HG01891#1#h1tg000402l	27123	Human gammaherpesvirus 4
HG01891#1#h1tg000404l	30973	Human gammaherpesvirus 4
HG01891#1#h1tg000405l	37396	Human gammaherpesvirus 4
HG01891#1#h1tg000408l	29436	Human gammaherpesvirus 4
HG01891#1#h1tg000410l	44696	Human gammaherpesvirus 4
HG01891#1#h1tg000411l	24507	Human gammaherpesvirus 4
HG01891#1#h1tg000412l	25268	Human gammaherpesvirus 4
HG01891#1#h1tg000415l	37227	Human gammaherpesvirus 4
HG01891#1#h1tg000416l	32258	Human gammaherpesvirus 4
HG01891#1#h1tg000418l	50864	Human gammaherpesvirus 4
HG01891#1#h1tg000421l	33566	Human gammaherpesvirus 4
HG01891#1#h1tg000422l	39303	Human gammaherpesvirus 4
HG01891#1#h1tg000423l	44419	Human gammaherpesvirus 4
HG01891#1#h1tg000424l	40302	Human gammaherpesvirus 4
HG01891#1#h1tg000430l	27001	Human gammaherpesvirus 4
HG01891#1#h1tg000434l	31874	Human gammaherpesvirus 4
HG01891#1#h1tg000444l	37320	Human gammaherpesvirus 4
HG01891#1#h1tg000447l	31463	Human gammaherpesvirus 4
HG01891#1#h1tg000450l	44011	Human gammaherpesvirus 4
HG01891#1#h1tg000453l	44991	Human gammaherpesvirus 4
HG01891#1#h1tg000457l	49247	Human gammaherpesvirus 4
HG01891#1#h1tg000459l	40811	Human gammaherpesvirus 4
HG01891#1#h1tg000462l	44886	Human gammaherpesvirus 4
HG01891#1#h1tg000477l	38626	Human gammaherpesvirus 4
HG01891#1#h1tg000478l	27190	Human gammaherpesvirus 4
HG01928#2#h2tg000193l	43935	Human gammaherpesvirus 4
HG01928#2#h2tg000214l	49925	Human gammaherpesvirus 4
HG01928#2#h2tg000236l	61589	Human gammaherpesvirus 4
HG01928#2#h2tg000238l	98441	Human gammaherpesvirus 4
HG01928#2#h2tg000242l	41587	Human gammaherpesvirus 4
HG01928#2#h2tg000243l	48144	Human gammaherpesvirus 4
HG01928#1#h1tg000220l	43935	Human gammaherpesvirus 4
HG01928#1#h1tg000245l	54547	Human gammaherpesvirus 4
HG01928#1#h1tg000250l	49925	Human gammaherpesvirus 4
HG01928#1#h1tg000255l	51416	Human gammaherpesvirus 4
HG01928#1#h1tg000256l	41367	Human gammaherpesvirus 4
HG01928#1#h1tg000277l	61589	Human gammaherpesvirus 4
HG01928#1#h1tg000280l	98441	Human gammaherpesvirus 4
HG01928#1#h1tg000282l	49128	Human gammaherpesvirus 4
HG01928#1#h1tg000299l	39471	Human gammaherpesvirus 4
HG01928#1#h1tg000302l	41587	Human gammaherpesvirus 4
HG01928#1#h1tg000304l	48144	Human gammaherpesvirus 4
HG01928#1#h1tg000305l	41218	Human gammaherpesvirus 4
HG01928#1#h1tg000310l	38250	Human gammaherpesvirus 4
HG01928#1#h1tg000321l	44562	Human gammaherpesvirus 4
HG01928#1#h1tg000323l	41325	Human gammaherpesvirus 4
HG01952#2#h2tg000178l	32780	Human gammaherpesvirus 4
HG01952#2#h2tg000181l	69494	Human gammaherpesvirus 4
HG01952#2#h2tg000190l	52614	Human gammaherpesvirus 4
HG01952#2#h2tg000196l	60450	Human gammaherpesvirus 4
HG01952#2#h2tg000221l	33318	Human gammaherpesvirus 4
HG01952#2#h2tg000224l	52343	Human gammaherpesvirus 4
HG01952#2#h2tg000229l	71287	Human gammaherpesvirus 4
HG01952#2#h2tg000230l	58287	Human gammaherpesvirus 4
HG01952#2#h2tg000231l	48553	Human gammaherpesvirus 4
HG01952#2#h2tg000248l	56047	Human gammaherpesvirus 4
HG01952#2#h2tg000255l	58577	Human gammaherpesvirus 4
HG01952#2#h2tg000264l	61727	Human gammaherpesvirus 4
HG01952#2#h2tg000271l	62559	Human gammaherpesvirus 4
HG01952#2#h2tg000279l	72592	Human gammaherpesvirus 4
HG01952#2#h2tg000288l	72473	Human gammaherpesvirus 4
HG01952#2#h2tg000292l	67062	Human gammaherpesvirus 4
HG01952#2#h2tg000294l	59996	Human gammaherpesvirus 4
HG01952#2#h2tg000308l	56018	Human gammaherpesvirus 4
HG01952#2#h2tg000323l	48979	Human gammaherpesvirus 4
HG01952#1#h1tg000113l	55777	Human gammaherpesvirus 4
HG01952#1#h1tg000127l	43060	Human gammaherpesvirus 4
HG01952#1#h1tg000139l	41288	Human gammaherpesvirus 4
HG01952#1#h1tg000146l	34616	Human gammaherpesvirus 4
HG01952#1#h1tg000154l	50589	Human gammaherpesvirus 4
HG01952#1#h1tg000196l	39398	Human gammaherpesvirus 4
HG01952#1#h1tg000197l	42247	Human gammaherpesvirus 4
HG01952#1#h1tg000203l	32780	Human gammaherpesvirus 4
HG01952#1#h1tg000204l	34778	Human gammaherpesvirus 4
HG01952#1#h1tg000207l	69494	Human gammaherpesvirus 4
HG01952#1#h1tg000212l	30644	Human gammaherpesvirus 4
HG01952#1#h1tg000216l	49540	Human gammaherpesvirus 4
HG01952#1#h1tg000218l	35369	Human gammaherpesvirus 4
HG01952#1#h1tg000223l	52614	Human gammaherpesvirus 4
HG01952#1#h1tg000228l	60450	Human gammaherpesvirus 4
HG01952#1#h1tg000239l	45689	Human gammaherpesvirus 4
HG01952#1#h1tg000243l	35643	Human gammaherpesvirus 4
HG01952#1#h1tg000244l	33398	Human gammaherpesvirus 4
HG01952#1#h1tg000252l	33318	Human gammaherpesvirus 4
HG01952#1#h1tg000255l	47868	Human gammaherpesvirus 4
HG01952#1#h1tg000256l	52343	Human gammaherpesvirus 4
HG01952#1#h1tg000260l	71287	Human gammaherpesvirus 4
HG01952#1#h1tg000263l	37041	Human gammaherpesvirus 4
HG01952#1#h1tg000264l	58287	Human gammaherpesvirus 4
HG01952#1#h1tg000265l	48553	Human gammaherpesvirus 4
HG01952#1#h1tg000267l	47957	Human gammaherpesvirus 4
HG01952#1#h1tg000269l	42384	Human gammaherpesvirus 4
HG01952#1#h1tg000271l	52388	Human gammaherpesvirus 4
HG01952#1#h1tg000272l	63227	Human gammaherpesvirus 4
HG01952#1#h1tg000274l	50589	Human gammaherpesvirus 4
HG01952#1#h1tg000275l	48883	Human gammaherpesvirus 4
HG01952#1#h1tg000286l	49761	Human gammaherpesvirus 4
HG01952#1#h1tg000288l	56047	Human gammaherpesvirus 4
HG01952#1#h1tg000291l	36549	Human gammaherpesvirus 4
HG01952#1#h1tg000298l	42649	Human gammaherpesvirus 4
HG01952#1#h1tg000299l	58577	Human gammaherpesvirus 4
HG01952#1#h1tg000300l	45948	Human gammaherpesvirus 4
HG01952#1#h1tg000301l	42127	Human gammaherpesvirus 4
HG01952#1#h1tg000306l	55366	Human gammaherpesvirus 4
HG01952#1#h1tg000315l	61727	Human gammaherpesvirus 4
HG01952#1#h1tg000316l	32915	Human gammaherpesvirus 4
HG01952#1#h1tg000317l	37679	Human gammaherpesvirus 4
HG01952#1#h1tg000327l	35380	Human gammaherpesvirus 4
HG01952#1#h1tg000328l	62559	Human gammaherpesvirus 4
HG01952#1#h1tg000329l	48073	Human gammaherpesvirus 4
HG01952#1#h1tg000334l	54128	Human gammaherpesvirus 4
HG01952#1#h1tg000335l	46085	Human gammaherpesvirus 4
HG01952#1#h1tg000338l	42702	Human gammaherpesvirus 4
HG01952#1#h1tg000340l	27903	Human gammaherpesvirus 4
HG01952#1#h1tg000342l	45157	Human gammaherpesvirus 4
HG01952#1#h1tg000343l	42030	Human gammaherpesvirus 4
HG01952#1#h1tg000345l	72592	Human gammaherpesvirus 4
HG01952#1#h1tg000348l	48090	Human gammaherpesvirus 4
HG01952#1#h1tg000349l	35597	Human gammaherpesvirus 4
HG01952#1#h1tg000353l	34574	Human gammaherpesvirus 4
HG01952#1#h1tg000359l	72473	Human gammaherpesvirus 4
HG01952#1#h1tg000365l	42020	Human gammaherpesvirus 4
HG01952#1#h1tg000366l	57254	Human gammaherpesvirus 4
HG01952#1#h1tg000367l	67062	Human gammaherpesvirus 4
HG01952#1#h1tg000368l	41674	Human gammaherpesvirus 4
HG01952#1#h1tg000370l	59996	Human gammaherpesvirus 4
HG01952#1#h1tg000372l	39681	Human gammaherpesvirus 4
HG01952#1#h1tg000373l	41360	Human gammaherpesvirus 4
HG01952#1#h1tg000376l	43136	Human gammaherpesvirus 4
HG01952#1#h1tg000377l	49642	Human gammaherpesvirus 4
HG01952#1#h1tg000380l	54535	Human gammaherpesvirus 4
HG01952#1#h1tg000381l	35066	Human gammaherpesvirus 4
HG01952#1#h1tg000383l	43256	Human gammaherpesvirus 4
HG01952#1#h1tg000384l	45124	Human gammaherpesvirus 4
HG01952#1#h1tg000386l	41833	Human gammaherpesvirus 4
HG01952#1#h1tg000387l	38067	Human gammaherpesvirus 4
HG01952#1#h1tg000388l	42991	Human gammaherpesvirus 4
HG01952#1#h1tg000391l	37747	Human gammaherpesvirus 4
HG01952#1#h1tg000392l	45636	Human gammaherpesvirus 4
HG01952#1#h1tg000393l	39696	Human gammaherpesvirus 4
HG01952#1#h1tg000397l	42526	Human gammaherpesvirus 4
HG01952#1#h1tg000399l	42285	Human gammaherpesvirus 4
HG01952#1#h1tg000405l	34363	Human gammaherpesvirus 4
HG01952#1#h1tg000406l	47601	Human gammaherpesvirus 4
HG01952#1#h1tg000407l	56018	Human gammaherpesvirus 4
HG01952#1#h1tg000409l	36424	Human gammaherpesvirus 4
HG01952#1#h1tg000412l	35594	Human gammaherpesvirus 4
HG01952#1#h1tg000416l	40948	Human gammaherpesvirus 4
HG01952#1#h1tg000422l	40513	Human gammaherpesvirus 4
HG01952#1#h1tg000423l	55678	Human gammaherpesvirus 4
HG01952#1#h1tg000429l	34573	Human gammaherpesvirus 4
HG01952#1#h1tg000430l	40476	Human gammaherpesvirus 4
HG01952#1#h1tg000434l	48358	Human gammaherpesvirus 4
HG01952#1#h1tg000436l	55127	Human gammaherpesvirus 4
HG01952#1#h1tg000437l	46123	Human gammaherpesvirus 4
HG01952#1#h1tg000438l	41774	Human gammaherpesvirus 4
HG01952#1#h1tg000439l	44716	Human gammaherpesvirus 4
HG01952#1#h1tg000442l	48591	Human gammaherpesvirus 4
HG01952#1#h1tg000443l	40356	Human gammaherpesvirus 4
HG01952#1#h1tg000444l	38673	Human gammaherpesvirus 4
HG01952#1#h1tg000445l	45286	Human gammaherpesvirus 4
HG01952#1#h1tg000446l	53177	Human gammaherpesvirus 4
HG01952#1#h1tg000447l	39236	Human gammaherpesvirus 4
HG01952#1#h1tg000450l	33565	Human gammaherpesvirus 4
HG01952#1#h1tg000451l	43006	Human gammaherpesvirus 4
HG01952#1#h1tg000453l	35901	Human gammaherpesvirus 4
HG01952#1#h1tg000456l	39564	Human gammaherpesvirus 4
HG01952#1#h1tg000458l	35920	Human gammaherpesvirus 4
HG01952#1#h1tg000461l	36002	Human gammaherpesvirus 4
HG01952#1#h1tg000468l	46270	Human gammaherpesvirus 4
HG01952#1#h1tg000469l	41969	Human gammaherpesvirus 4
HG01952#1#h1tg000478l	40757	Human gammaherpesvirus 4
HG01952#1#h1tg000460l	14703	Human gammaherpesvirus 4
HG01978#2#h2tg000124l	63617	Human gammaherpesvirus 4
HG01978#2#h2tg000138l	105215	Human gammaherpesvirus 4
HG01978#2#h2tg000187l	64323	Human gammaherpesvirus 4
HG01978#2#h2tg000197l	56927	Human gammaherpesvirus 4
HG01978#2#h2tg000216l	43040	Human gammaherpesvirus 4
HG01978#2#h2tg000223l	46194	Human gammaherpesvirus 4
HG01978#2#h2tg000227l	50169	Human gammaherpesvirus 4
HG01978#2#h2tg000249l	48986	Human gammaherpesvirus 4
HG01978#2#h2tg000254l	52842	Human gammaherpesvirus 4
HG01978#1#h1tg000123l	63617	Human gammaherpesvirus 4
HG01978#1#h1tg000156l	51550	Human gammaherpesvirus 4
HG01978#1#h1tg000158l	55217	Human gammaherpesvirus 4
HG01978#1#h1tg000165l	66905	Human gammaherpesvirus 4
HG01978#1#h1tg000175l	47807	Human gammaherpesvirus 4
HG01978#1#h1tg000211l	56927	Human gammaherpesvirus 4
HG01978#1#h1tg000221l	53758	Human gammaherpesvirus 4
HG01978#1#h1tg000222l	40033	Human gammaherpesvirus 4
HG01978#1#h1tg000226l	77082	Human gammaherpesvirus 4
HG01978#1#h1tg000235l	42355	Human gammaherpesvirus 4
HG01978#1#h1tg000237l	50169	Human gammaherpesvirus 4
HG01978#1#h1tg000239l	59297	Human gammaherpesvirus 4
HG01978#1#h1tg000247l	38799	Human gammaherpesvirus 4
HG01978#1#h1tg000248l	51762	Human gammaherpesvirus 4
HG01978#1#h1tg000252l	45407	Human gammaherpesvirus 4
HG01978#1#h1tg000253l	70086	Human gammaherpesvirus 4
HG01978#1#h1tg000254l	51539	Human gammaherpesvirus 4
HG01978#1#h1tg000257l	49187	Human gammaherpesvirus 4
HG01978#1#h1tg000261l	54686	Human gammaherpesvirus 4
HG01978#1#h1tg000273l	49222	Human gammaherpesvirus 4
HG01978#1#h1tg000280l	61717	Human gammaherpesvirus 4
HG01978#1#h1tg000292l	49217	Human gammaherpesvirus 4
HG01978#1#h1tg000297l	52842	Human gammaherpesvirus 4
HG02055#2#h2tg000293l	47255	Human gammaherpesvirus 4
HG02055#2#h2tg000310l	28660	Human gammaherpesvirus 4
HG02055#2#h2tg000316l	59797	Human gammaherpesvirus 4
HG02055#1#h1tg000181l	41158	Human gammaherpesvirus 4
HG02055#1#h1tg000209l	30823	Human gammaherpesvirus 4
HG02055#1#h1tg000222l	37800	Human gammaherpesvirus 4
HG02055#1#h1tg000239l	30000	Human gammaherpesvirus 4
HG02055#1#h1tg000282l	49008	Human gammaherpesvirus 4
HG02055#1#h1tg000286l	44309	Human gammaherpesvirus 4
HG02055#1#h1tg000291l	40687	Human gammaherpesvirus 4
HG02055#1#h1tg000295l	36248	Human gammaherpesvirus 4
HG02055#1#h1tg000300l	39308	Human gammaherpesvirus 4
HG02055#1#h1tg000304l	47255	Human gammaherpesvirus 4
HG02055#1#h1tg000306l	47354	Human gammaherpesvirus 4
HG02055#1#h1tg000311l	55463	Human gammaherpesvirus 4
HG02055#1#h1tg000315l	50654	Human gammaherpesvirus 4
HG02055#1#h1tg000330l	28660	Human gammaherpesvirus 4
HG02055#1#h1tg000344l	59797	Human gammaherpesvirus 4
HG02055#1#h1tg000349l	50083	Human gammaherpesvirus 4
HG02055#1#h1tg000350l	34861	Human gammaherpesvirus 4
HG02055#1#h1tg000355l	22063	Human gammaherpesvirus 4
HG02055#1#h1tg000365l	21786	Human gammaherpesvirus 4
HG02080#2#h2tg000270l	180177	Human gammaherpesvirus 4
HG02080#1#h1tg000262l	184502	Human gammaherpesvirus 4
HG02080#1#h1tg000461l	34802	Human gammaherpesvirus 4
HG02109#2#h2tg000261l	90746	Human gammaherpesvirus 4
HG02109#2#h2tg000323l	45896	Human gammaherpesvirus 4
HG02109#2#h2tg000324l	47060	Human gammaherpesvirus 4
HG02109#2#h2tg000325l	53169	Human gammaherpesvirus 4
HG02109#2#h2tg000329l	46606	Human gammaherpesvirus 4
HG02109#2#h2tg000359l	62723	Human gammaherpesvirus 4
HG02109#2#h2tg000366l	40301	Human gammaherpesvirus 4
HG02109#2#h2tg000396l	84252	Human gammaherpesvirus 4
HG02109#2#h2tg000404l	94450	Human gammaherpesvirus 4
HG02109#2#h2tg000408l	59516	Human gammaherpesvirus 4
HG02109#2#h2tg000436l	52441	Human gammaherpesvirus 4
HG02109#2#h2tg000443l	29151	Human gammaherpesvirus 4
HG02109#2#h2tg000451l	47072	Human gammaherpesvirus 4
HG02109#1#h1tg000261l	90746	Human gammaherpesvirus 4
HG02109#1#h1tg000294l	43715	Human gammaherpesvirus 4
HG02109#1#h1tg000331l	45896	Human gammaherpesvirus 4
HG02109#1#h1tg000333l	47060	Human gammaherpesvirus 4
HG02109#1#h1tg000336l	53169	Human gammaherpesvirus 4
HG02109#1#h1tg000340l	46606	Human gammaherpesvirus 4
HG02109#1#h1tg000351l	37783	Human gammaherpesvirus 4
HG02109#1#h1tg000358l	39158	Human gammaherpesvirus 4
HG02109#1#h1tg000374l	62723	Human gammaherpesvirus 4
HG02109#1#h1tg000377l	40301	Human gammaherpesvirus 4
HG02109#1#h1tg000378l	30547	Human gammaherpesvirus 4
